,0,1,2,3,4,5,6,7,8,9
261,['Ricasoli 1141'],['Red still'],['2018'],['\nDOCG Chianti\n'],['Tuscany'],[],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.08'],['€ 7.44']
262,['San Marzano'],['Red still aromatic'],['2018'],['\nIGT Salento\n'],['Apulia'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.14'],['€ 9.89']
263,['Cantine Leonardo da Vinci'],['Red still'],['2017'],['\nDOCG Morellino di Scansano\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 9.76']
264,"[""Tenuta Sant'Antonio""]",['Red still'],['2017'],['\nDOC Valpolicella Ripasso Superiore\n'],['Veneto'],"['70% ', ', 5% ', ', 20% ', ', 5% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.38'],['€ 12.80']
265,['Massolino - Vigna Rionda'],['Red still'],['2018'],"[""\nDOC Dolcetto d'Alba\n""]",['Piedmont'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 10.50']
266,['Quartomoro'],['Red still'],['2018'],['\nDOC Cannonau di Sardegna Rosso\n'],['Sardinia'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.92'],['€ 9.70']
267,['Passopisciaro'],['Red still'],['2017'],['\nIGT Sicilia\n'],['Sicily'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 25.34'],['€ 23.00']
268,['Banfi'],['Red still'],['2018'],['\nDOC Rosso di Montalcino\n'],['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.73'],['€ 12.00']
269,['Tenuta Regaleali'],['Red still semi-aromatic'],['2016'],['\nDOC Sicilia Cabernet Sauvignon\n'],['Sicily'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 33.78'],['€ 30.50']
270,['Tormaresca (Antinori)'],['Red still'],['2018'],['\n IGT Puglia\n'],['Apulia'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.71'],['€ 8.56']
271,['Pandolfa'],['Red still'],['2017'],['\nDOC Romagna Sangiovese Superiore Riserva\n'],['Emilia-Romagna'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.19'],['€ 12.20']
272,['Fontezoppa'],['Red still'],['2015'],['\nDOC Serrapetrona\n'],['Marche'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.54'],['€ 10.98']
273,['Tenuta Ulisse'],['Red still'],['2017'],"[""\nDOC Montepulciano d'Abruzzo Rosso\n""]",['Abruzzo'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.72'],['€ 17.90']
274,"[""Domaine de l'Arjolle""]",['Red still'],['2016'],['\nVDP Cotes de Thongue\n'],['Languedoc-Roussillon'],"['40% ', ', 60% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.79'],['€ 10.52']
275,['Cascina Salerio'],['Red still'],['2018'],['\nDOC Monferrato Dolcetto\n '],['Piedmont'],['100% '],['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.54'],['€ 7.69']
276,['Terenzi'],['Red still'],['2014'],['\nDOCG Morellino di Scansano Riserva\n'],['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 27.27'],['€ 24.00']
277,['Vinosia'],['Red still'],['2015'],['\n\nDOCG Taurasi\n'],['Campania'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.56'],['€ 14.40']
278,['Elisabetta Foradori'],['Red biodynamic still'],['2018'],['\nIGT Vigneti delle Dolimiti o Weinberg Dolomiten\n'],['Trentino Alto Adige'],['100% '],['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.53'],['€ 15.01']
279,['La Roncaia'],['Red still'],['2014'],['\nDOC Colli Orientali del Friuli Refosco dal Peduncolo Rosso\n'],['Friuli-Venezia Giulia'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 20.70']
280,['Prunotto (Antinori)'],['Red still'],['2019'],"[""\nDOC Dolcetto d'Alba\n""]",['Piedmont'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.87'],['€ 9.88']
281,['Antinori'],['Red still'],['2015'],['\nDOCG Chianti Classico Riserva\n'],['Tuscany'],[],['14.00% by volume'],"['1,50 l Magnum']",,['€ 39.00']
282,['Enrico Serafino'],['Red still'],['2015'],"[""\nDOC Nebbiolo d'Alba\n""]",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.27'],['€ 13.40']
283,['Poggio al Tesoro'],['Red still'],['2016'],"['\n', '\n']",['Tuscany'],"[', ', ', ']",['15.00% by volume'],"['0,75 l Standard']",,['€ 55.00']
284,['Santadi'],['Red still'],['2017'],['\nDOC Carignano del Sulcis Rosso\n'],['Sardinia'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.36'],['€ 8.54']
285,['Vallone'],['Red still'],['2013'],['\nIGT Salento\n'],['Apulia'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 46.32'],['€ 41.50']
286,['Bovio'],['Red still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 39.04']
287,['La Braccesca (Antinori)'],['Red still'],['2017'],['\nDOCG Vino Nobile di Montepulciano\n'],['Tuscany'],"['10% ', ', 90% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.84'],['€ 12.15']
288,['Felsina'],['Red still'],['2016'],['\nDOCG Chianti Classico Gran Selezione\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",,['€ 73.20']
289,['Pellegrino'],['Red organic still'],['2018'],['\nIGT Terre Siciliane\n'],['Sicily'],['100% '],['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.27'],['€ 7.08']
290,['Avignonesi'],['Red organic still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['8% ', ', 92% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 36.33'],['€ 34.00']
291,['Poggio al Tesoro'],['Red still'],['2017'],"['\n', '\n']",['Tuscany'],"['20% ', ', 20% ', ', 50% ', ', 10% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 21.07'],['€ 19.40']
292,['Cantina di Montalcino'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 7.93'],['€ 6.71']
293,['Armando Parusso'],['Red still'],['2018'],['\nDOC Langhe Nebbiolo\n'],['Piedmont'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.57'],['€ 15.99']
294,['Azienda Agricola Brunelli Luigi'],['Red still'],['2016'],['\nDOC Valpolicella Ripasso Classico Superiore\n'],['Veneto'],"['60% ', ', 20% ', ', 10% ', ', 10% ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 16.01']
295,['Masi Agricola'],['Red still'],['2013'],['\nDOCG Amarone della Valpolicella Classico Riserva\n'],['Veneto'],"['70% ', ', 5% ', ', 15% ', ', 10% ']",['15.50% by volume'],"['0,75 l Standard']",,['€ 47.99']
296,['Tolaini'],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['33% ', ', 33% ', ', 34% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.95'],['€ 15.25']
297,['Umberto Cesari'],['Red still'],['2017'],['\nIGT Rubicone\n'],['Emilia-Romagna'],"['30% ', ', 70% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 23.56'],['€ 20.59']
298,['Cantine Leonardo da Vinci'],['Red still'],['2016'],['\nDOCG Chianti Riserva\n'],['Tuscany'],"['10% ', ', 85% ']",['13.00% by volume'],"['0,75 l Standard']",,['€ 10.91']
299,['San Felice'],['Red still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['20% ', ', 20% ', ', 50% ', ', 10% ']",['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.08'],['€ 7.32']
300,['Argiolas'],['Red still'],['2018'],['\nDOC Carignano del Sulcis Rosso\n'],['Sardinia'],"['5% ', ', 95% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.64'],['€ 10.00']
301,['Marchesi di Barolo'],['Red still'],['2011'],"['\n', '\n']",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 45.01']
302,['Capezzana'],['Red organic still'],['2016'],['\nDOCG Carmignano\n'],['Tuscany'],"['5% ', ', 15% ', ', 80% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.51'],['€ 17.20']
303,['Zyme'],['Red still'],['2018'],['\nDOC Valpolicella\n'],['Veneto'],"['40% ', ', 25% ', ', 30% ', ', 5% ']",['12.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.79'],['€ 10.00']
304,['Tenuta Ulisse'],['Red still'],['2017'],"[""\n\nDOC Montepulciano d'Abruzzo Rosso\n""]",['Abruzzo'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.57'],['€ 16.47']
305,['Terre del Marchesato'],['Red still'],['2018'],"['\n', '\n']",['Tuscany'],"['60% ', ', 30% ', ', 10% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.91'],['€ 14.75']
306,"[""Col d'Orcia""]",['Red organic still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 29.89']
307,['Feudi San Gregorio'],['Red still'],['2015'],['\nIGT Campania\n'],['Campania'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 74.01']
308,['Marziano Abbona'],['Red still'],['2018'],"[""\nDOC Barbera d'Alba\n""]",['Piedmont'],['100% '],['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 19.15'],['€ 13.90']
309,['Cantine Leonardo da Vinci'],['Red still'],['2018'],['\n DOCG Chianti\n'],['Tuscany'],"['10% ', ', 85% ']",['13.00% by volume'],"['0,75 l Standard']",,['€ 9.89']
310,['Conti Bossi Fedrigotti'],['Red still'],['2013'],['\nIGT Vigneti delle Dolimiti o Weinberg Dolomiten\n'],['Trentino Alto Adige'],"['40% ', ', 45% ', ', 15% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 21.25'],['€ 19.90']
311,['Inama'],['Red still'],['2015'],['\nIGT Veneto\n'],['Veneto'],"['10% ', ', 90% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 16.49'],['€ 13.36']
312,['Mauro Veglio'],['Red still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 30.50'],['€ 25.32']
313,['Vignoble Dampt Frerès'],['Red still'],['2016'],['\nAOC Bourgogne Tonnerre\n'],['Bourgogne'],['100% '],['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 18.91'],['€ 14.95']
314,['Cantine Leonardo da Vinci'],['Red still'],['2017'],['\nDOC Sangiovese di Romagna\n'],['Emilia-Romagna'],['85% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 7.00']
315,['Cavallotto'],['Red organic still'],['2016'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 65.00']
316,['Petra'],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['70% ', ', 30% ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 39.00']
317,['Obiz'],['Red still'],['2017'],['\nDOC Friuli Aquileia Merlot\n'],['Friuli-Venezia Giulia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 10.75'],['€ 9.50']
318,['Tenuta di Sesta'],['Red still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 31.17']
319,['Sartori Casa Vinicola'],['Red still'],['2015'],['\nDOCG Amarone della Valpolicella\n'],['Veneto'],"['5% ', ', 50% ', ', 15% ', ', 30% ']",['15.00% by volume'],"['0,75 l Standard']",,['€ 23.64']
320,['Vicara'],['Red still'],['2018'],['\nDOC Grignolino del Monferrato Casalese\n'],['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.60'],['€ 12.40']
321,['Borgo Magredo'],['Red still'],['2018'],['\nDOC Friuli Grave Merlot\n'],['Friuli-Venezia Giulia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.83'],['€ 7.33']
322,['Bodega Alta Vista'],['Red still'],['2018'],['\nN/A\n '],['Mendoza'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.30'],['€ 11.50']
323,['Campo alla Sughera'],['Red still'],['2013'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['30% ', ', 70% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 50.57'],['€ 46.36']
324,['Rizzi'],['Red still'],['2016'],['\nDOCG Barbaresco\n'],['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 25.00']
325,['Prunotto (Antinori)'],['Red still'],['2017'],['\nDOCG Barbaresco\n'],['Piedmont'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 25.17'],['€ 19.90']
326,['Villabella'],['Red still'],['2017'],['\nDOC Bardolino Classico\n'],['Veneto'],"['70% ', ', 20% ', ', 10% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.48'],['€ 7.99']
327,['Prunotto (Antinori)'],['Red still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 60.65'],['€ 55.00']
328,['Brigaldara'],['Red still'],['2015'],['\nDOCG Amarone della Valpolicella Classico\n'],['Veneto'],"['20% ', ', 20% ', ', 50% ', ', 10% ']",['16.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 40.35'],['€ 34.50']
329,['Sallier De La Tour'],['Red still'],['2018'],"[""\nDOC Sicilia Nero d'Avola\n""]",['Sicily'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.88'],['€ 6.70']
330,['Santa Barbara'],['Red still'],['2019'],"[""\nDOC Lacrima di Morro d'Alba\n""]",['Marche'],['100% '],['12.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 10.65'],['€ 9.00']
331,['San Marzano'],['Red still'],['2018'],['\nIGT Salento\n'],['Apulia'],"['50% ', ', 50% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.14'],['€ 10.49']
332,['Emilio Moro'],['Red still'],['2017'],['\nDO Ribera del Duero\n'],['Castilla and Leon '],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.61'],['€ 19.57']
333,['Podere Sapaio'],['Red organic still'],['2017'],"['\n', '\n']",['Tuscany'],"['70% ', ', 15% ', ', 15% ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 23.50']
334,['Bastianich'],['Red still'],['2013'],['\nIGT Venezia Giulia\n'],['Friuli-Venezia Giulia'],"['10% ', ', 70% ', ', 10% ', ', 10% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 52.61'],['€ 42.50']
335,['Noelia Ricci'],['Red still'],['2016'],['\nDOC Romagna Sangiovese Predappio\n'],['Emilia-Romagna'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 18.90']
336,['Inama'],['Red still'],['2016'],['\nIGT Veneto\n'],['Veneto'],"['70% ', ', 30% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 25.96'],['€ 23.90']
337,['Ca di Camilla'],['Red still'],['2018'],[' \nIGT Rubicone\n'],['Emilia-Romagna'],"['50% ', ', 50% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.76'],['€ 6.75']
338,['Vinosia'],['Red still'],['2018'],['\nIGT Salento\n'],['Apulia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.59'],['€ 7.32']
339,['Masi Agricola'],['Red still'],['2017'],['\nIGT Veronese\n'],['Veneto'],"['70% ', ', 5% ', ', 25% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 14.15'],['€ 11.50']
340,['Feudo Maccari'],['Red still'],['2017'],"[""\nDOC Sicilia Nero d'Avola\n""]",['Sicily'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 17.59'],['€ 15.01']
341,['Negrar - Domini Veneti'],['Red still'],['2019'],['\nDOC Bardolino Classico\n'],['Veneto'],"['65% ', ', 5% ', ', 30% ']",['12.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.04'],['€ 6.71']
342,['Paolo Petrilli'],['Red organic still'],['2018'],"[""\nDOC Cacc'e mmitte di Lucera\n""]",['Apulia'],"[', ', ', ', ', ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 10.70'],['€ 7.91']
343,['Alvaro Palacios'],['Red still'],['2018'],['\nDOCa Priorat\n'],['Catalunya'],"[', 60% ', ', ', ', 30% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 19.42'],['€ 15.86']
344,['Tenuta La Piccola'],['Red bubbly'],['N/A'],['\nIGT Emilia o dell’Emilia\n'],['Emilia-Romagna'],[],['11.00% by volume'],"['0,75 l Standard']",,['€ 11.59']
345,['Roberto Voerzio'],['Red still'],['2018'],"[""\nDOC Dolcetto d'Alba\n""]",['Piedmont'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 16.82'],['€ 15.01']
346,['Roberto Voerzio'],['Red still'],['2017'],"[""\nDOC Barbera d'Alba\n""]",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 28.08'],['€ 26.50']
347,['Villa Poggio Salvi'],['Red still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.47'],['€ 8.91']
348,['Grillesino'],['Red still'],['2016'],['\nDOCG Morellino di Scansano Riserva\n'],['Tuscany'],"['10% ', ', 90% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.82'],['€ 12.36']
349,['Castello di Fonterutoli (Mazzei)'],['Red still'],['2016'],['\nDOCG Chianti Classico Gran Selezione\n'],['Tuscany'],"[', 92% ', ', ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 36.00']
350,['Fattoria Le Terrazze'],['Red still'],['2016'],['\nDOCG Conero\n'],['Marche'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 23.00']
351,['Penfolds '],['Red still'],['2017'],['\nN/A\n'],['South Australia '],"['40% ', ', 60% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 20.61'],['€ 18.00']
352,['Pacelli'],['Red still'],['2012'],['\nIGT Calabria\n'],['Calabria'],"['70% ', ', 30% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.40'],['€ 11.60']
353,"[""Ca' Marcanda (Gaja)""]",['Red still'],['2017'],"['\n', '\n']",['Tuscany'],"['25% ', ', 25% ', ', 50% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 53.05'],['€ 48.80']
354,"[""Ca' Marcanda (Gaja)""]",['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['55% ', ', 10% ', ', 35% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 33.78'],['€ 30.50']
355,['Fattoria di Piazzano'],['Red still'],['2018'],['\n\nDOCG Chianti Superiore\n'],['Tuscany'],"['5% ', ', 95% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.96'],['€ 11.05']
356,['Tenute Silvio Nardi'],['Red still'],['2015'],"['\n', '\n']",['Tuscany'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 34.42'],['€ 28.67']
357,['Massolino - Vigna Rionda'],['Red still'],['2019'],"[""\nDOC Barbera d'Alba\n""]",['Piedmont'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 12.49']
358,['Tenuta San Guido'],['Red still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['70% ', ', 30% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 24.47'],['€ 20.00']
359,['Umani Ronchi'],['Red still'],['2015'],['\nDOCG Conero Riserva\n'],['Marche'],['100% '],['14.00% by volume'],"['0,75 l Standard']",,['€ 34.43']
360,['Orestiadi'],['Red still'],['2012'],['\nIGT Terre Siciliane\n'],['Sicily'],"['10% ', ', 90% ']",['14.50% by volume'],"['0,75 l Standard']",,['€ 19.52']
361,"[""Col d'Orcia""]",['Red organic still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['15% ', ', 85% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.13'],['€ 8.38']
362,['Nino Negri'],['Red still'],['2016'],['\nDOCG Sforzato di Valtellina\n'],['Lombardy'],['100% '],['16.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 62.63'],['€ 59.00']
363,['Re Manfredi'],['Red biodynamic still'],['2015'],['\nDOC Aglianico del Vulture\n'],['Basilicata'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 22.67'],['€ 18.00']
364,"[""Tasca d'Almerita""]",['Red still'],['2017'],['\nIGT Sicilia\n'],['Sicily'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.35'],['€ 9.20']
365,['Fattoria di Piazzano'],['Red still'],['2015'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"[', ', ', ']",['14.00% by volume'],"['0,75 l Standard']",,['€ 18.00']
366,['Marchesi Frescobaldi'],['Red still'],['2018'],['\n IGT Toscano o Toscana\n'],['Tuscany'],"[', ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.10'],['€ 7.93']
367,['Tenute Rubino'],['Red still'],['2019'],['\nIGT Salento\n'],['Apulia'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 8.97'],['€ 8.00']
368,['Baglio di Pianetto'],['Red still'],['2015'],['\nIGT Terre Siciliane\n'],['Sicily'],"['50% ', ', 50% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.90'],['€ 10.20']
369,['Antoniolo'],['Red still'],['2014'],['\nDOCG Gattinara\n'],['Piedmont'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 33.67'],['€ 29.50']
370,['Castellare di Castellina'],['Red still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['5% ', ', 90% ', ', 5% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.71'],['€ 8.50']
371,['Ocone'],['Red still'],['N/A'],['\nIGT Beneventano/Beneventano\n'],['Campania'],"[', ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 9.30'],['€ 8.32']
372,['Carpineto'],['Red still'],['2010'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['10% ', ', 80% ', ', 10% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 32.15'],['€ 30.20']
373,['Ricasoli 1141'],['Red still'],['2015'],['\nDOCG Chianti Classico Gran Selezione\n'],['Tuscany'],"['10% ', ', 5% ', ', 80% ', ', 5% ']",['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 34.29'],['€ 32.00']
374,['Valori'],['Red still'],['2015'],['\nIGT Colli Aprutini\n'],['Abruzzo'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 20.90']
375,['Il Poggione'],['Red still'],['2012'],"['\n', '\n']",['Tuscany'],['100% '],['15.00% by volume'],"['0,75 l Standard']",,['€ 82.00']
376,['Elisabetta Foradori'],['Red biodynamic still'],['2017'],['\nIGT Vigneti delle Dolimiti o Weinberg Dolomiten\n'],['Trentino Alto Adige'],['100% '],['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 51.45'],['€ 41.50']
377,['Gianfranco Fino'],['Red still'],['2018'],['\nIGT Salento\n'],['Apulia'],['100% '],['16.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 50.39'],['€ 47.49']
378,['Negrar - Domini Veneti'],['Red still'],['2018'],['\nDOC Valpolicella Ripasso Classico Superiore\n'],['Veneto'],"['60% ', ', 15% ', ', 15% ']",['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.14'],['€ 10.02']
379,['Orestiadi'],['Red still'],['2018'],['\nIGT Terre Siciliane\n'],['Sicily'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 10.98']
380,['Jean Claude Boisset'],['Red still'],['2018'],['\nAOC Bourgogne Rouge\n'],['Bourgogne'],['100% '],['13.00% by volume'],"['0,75 l Standard']",,['€ 19.50']
381,['Tenute Folonari'],['Red still'],['2018'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['50% ', ', 50% ']",['14.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.24'],['€ 9.89']
382,['Firriato'],['Red still'],['2014'],['\nIGT Sicilia\n'],['Sicily'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 23.90']
383,['Fertuna'],['Red still'],['2016'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['20% ', ', 20% ', ', 60% ']",['13.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 12.96'],['€ 9.89']
384,['Tenuta Sette Ponti'],['Red still'],['2017'],['\nIGT Toscano o Toscana\n'],['Tuscany'],"['40% ', ', 45% ', ', 15% ']",['15.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 68.50'],['€ 52.75']
385,['Silvano Bolmida'],['Red still'],['2015'],"['\n', '\n']",['Piedmont'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 37.82']
386,['Feudi del Pisciotto'],['Red still'],['2016'],['\nIGT Terre Siciliane\n'],['Sicily'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 15.52'],['€ 14.03']
387,['Ausonia'],['Red biodynamic still'],['2017'],"[""\nDOCG Montepulciano d'Abruzzo Colline Teramane\n""]",['Abruzzo'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.93'],['€ 10.63']
388,['Sella & Mosca'],['Red still'],['2017'],['\nDOC Cannonau di Sardegna Rosso Riserva\n'],['Sardinia'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 13.73'],['€ 13.01']
389,['Nicodemi'],['Red still'],['2017'],"[""\nDOCG Montepulciano d'Abruzzo Colline Teramane\n""]",['Abruzzo'],['100% '],['13.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 11.88'],['€ 9.75']
390,['Ricasoli 1141'],['Red still'],['2016'],['\nDOCG Chianti Classico Gran Selezione\n'],['Tuscany'],['100% '],['14.50% by volume'],"['0,75 l Standard']",,['€ 55.00']
391,['Graci'],['Red still'],['2017'],['\nDOC Etna Rosso\n'],['Sicily'],['100% '],['14.00% by volume'],"['0,75 l Standard']",['Price\xa0€ 21.63'],['€ 18.00']
392,['Olim Bauda'],['Red organic still'],['2016'],"[""\nDOCG Barbera d'Asti Superiore\n""]",['Piedmont'],['100% '],['15.50% by volume'],"['0,75 l Standard']",['Price\xa0€ 16.15'],['€ 13.79']
